area,auv_count,utility,w1,w2,w3
15000,3,1.3678794411714423,4.0,4.0,2.0
15000,4,2.0,8.0,2.0,0.0
15000,5,1.625707204736999,6.0,2.0,2.0
15000,6,1.6435032569422463,6.0,4.0,0.0
25000,3,1.3149844602598335,6.0,4.0,0.0
25000,4,1.501537866096995,4.0,4.0,2.0
25000,5,1.43823343504211,10.0,0.0,0.0
25000,6,1.5409252468037495,6.0,4.0,0.0
35000,3,1.2889531235616143,8.0,2.0,0.0
35000,4,1.914807021438981,6.0,2.0,2.0
35000,5,1.283364406872173,8.0,2.0,0.0
35000,6,1.7238608984395034,4.0,4.0,2.0
