area,auv_count,utility,w1,w2,w3
10000,5,1.79488790508033,4,4,2
20000,5,1.32045341453394,6,2,2
30000,5,1.29762251059113,10,0,0
40000,5,1.51420924772469,10,0,0
50000,5,1.70004868028651,4,4,2
60000,5,1.72179446830841,6,4,0
