area,auv_count,utility,w1,w2,w3
10000,6,1.45848540795691,6,4,0
20000,6,1.45974478045221,4,4,2
30000,6,1.44180356534844,10,0,0
40000,6,1.66829942199063,8,2,0
50000,6,1.59933576835176,4,4,2
60000,6,1.57404600120531,6,2,2
