area,auv_count,utility,w1,w2,w3
10000,4,1.30207578440931,10,0,0
20000,4,1.60254334352389,10,0,0
30000,4,1.38372862336926,6,4,0
40000,4,1.66394115456755,10,0,0
50000,4,1.71215198822746,4,4,2
60000,4,1.9321096031933,6,2,2
